Entité,Type d'entité,Fréquence
Institut Max Planck d'Histoire des Sciences,ORG,2
Précaution» du Dictionnaire d'Histoire,MISC,2
La mesurabilité de la matière,MISC,2
La perception du risque lié,MISC,2
Geographica Helvetica,MISC,2
SCARWELL H.,PER,2
EAU,LOC,2
Districts,LOC,2
Marins,PER,2
Est Cotentin,ORG,2
L'eau dans le Bassin Minier,MISC,2
GOULLIART Emmanuel,PER,2
Musée d'Ethnologie régionale,LOC,2
"Bassin Minier du Nord-Pas de
Calais",LOC,2
Actes du colloque international du JO,MISC,2
Académie de l'eau,ORG,2
Temps de travail,MISC,2
Actes du Colloque du 18-21,MISC,2
VILLIERS Patrick,PER,2
PFISTER,ORG,2
Cahiers du Littoral Hors-série,MISC,2
"Seconde
Guerre mondiale",MISC,2
Cahiers Lillois d'Économie,MISC,2
Revue M,PER,2
Transports Urbains,ORG,2
METZGER Edith,ORG,2
Conseil Général de Seine-Saint Denis,LOC,2
"Les
conditions d'un report",MISC,2
"Evaluation de l'effet des coupures urbaines sur les
déplacements des piétons et des cyclistes",MISC,2
séminaire Economie,LOC,2
congrès international Velo-City 99,MISC,2
Monetary,MISC,2
State of the art,MISC,2
Rue de l'Avenir,LOC,2
v Le,PER,2
Développement local et environnement,MISC,2
Hassan,MISC,2
Bertrand Zuindeau,PER,2
Natures-Sciences-Sociétés,MISC,2
Rapport pour le Conseil régional Nord -Pas de Calais,MISC,2
Une économie de la qualité du cadre de vie,MISC,2
Pôle européen,LOC,2
TERRITOIRES FRAGILES,MISC,2
Iratxe CALVO,ORG,2
S. CALLENS,PER,2
"C.
",PER,2
DDTF,MISC,2
"B. ZUINDEAU
coord",ORG,2
Bertrand éd,PER,2
Développement durable,MISC,2
Récréation,ORG,2
actes des Journées,MISC,2
Jacques THEYS,PER,2
L'environnement au XX,MISC,2
volume II,PER,2
Cahiers du GERMES n°16,MISC,2
OLSZAK Éric,MISC,2
GEODE,MISC,2
Presses Universitaires du Mirail,PER,2
Impacts,LOC,2
L'eau en France,MISC,2
"Association
des Géographes Français",ORG,2
LAGANIERR,MISC,2
PICOUET P.,PER,2
"Revue de
Géographie de Lyon-Géocarrefour",MISC,2
Développement économique régional,ORG,2
Jean-Claude VEREZ,PER,2
Cahiers scientifiques de l'Université d'Artois,MISC,2
Cahiers de Géographie Physique,MISC,2
Institut français de l'environnement,ORG,2
IFEN,MISC,2
Eau et développement durable,MISC,2
Lucette DAVY,PER,2
PUP,ORG,2
Cahiers de l'ATM,MISC,2
Une démarche-qualité,MISC,2
Activité économique et environnement,ORG,2
Auby,MISC,2
Synthèse générale du volet socio-économique du P.R.C.,ORG,2
"Conseil Régional
Nord",ORG,2
Gwénaël,MISC,2
Établissement public foncier,MISC,2
EPF,ORG,2
Comité inter-Agences de l'Eau,ORG,2
"Communications
CHAUTARD",ORG,2
Reconversion économique et développement durable,ORG,2
Les apports du développement durable,MISC,2
Renouveau Régional,LOC,2
Renouveau Urbain,PER,2
NAPOLEON Constantin,PER,2
"Bassin
Minier ?",LOC,2
Renouveau régional-renouveau urbain,LOC,2
Le développement durable,MISC,2
Activités économiques et environnement,MISC,2
Bassin minier du Nord- Pas de Calais,LOC,2
P.R.C.,LOC,2
Séminaire FRE-Ville,PER,2
La qualité de l'environnement urbain,MISC,2
Monetary,LOC,2
RST,MISC,2
CEPREMAP,ORG,2
"Colloque de l'Association des
Ruralistes Français",MISC,2
Meudon,LOC,2
P.,ORG,2
B. ZUINDEAU,ORG,2
Un regard particulier sur ce type d'activités,MISC,2
l'Asie,LOC,2
SHS,MISC,2
W 152,LOC,2
Anthropologie,MISC,2
SUNDBO Jon,MISC,2
JANY -CA TRIC E Florence,ORG,2
BARET,LOC,2
JANY -CA,ORG,2
CA TRI CE Florence,ORG,2
Le devenir en mars 1998,MISC,2
VI,MISC,2
"Conseil
économique et social du Nord Pas",ORG,2
KOURCHID,LOC,2
Logiques,MISC,2
PA TY Sonia,PER,2
Territoire,LOC,2
GA DREY,MISC,2
N,ORG,2
À quoi sert le travail social ?,MISC,2
Anthropologie du Bassin Minier,MISC,2
TPE,ORG,2
S. Letniowska-Swiat,LOC,2
HT,PER,2
CARACTÉRISTIQUES,MISC,2
FONCTIONNEMENT DE L'IFRÉSI,PER,2
"51
II",LOC,2
COMMUNICATION,MISC,2
SCIENCES HUMAINES ET SOCIALES DE LILLE,MISC,2
PUDL)56,LOC,2
Séminaires ..................................................................................................................,MISC,2
CHAMPS D',ORG,2
CARACTÈRES,MISC,2
lll,MISC,2
L'ORGANISATION,ORG,2
"...........................................................................................................................................2 56
IV",MISC,2
"260
IV",MISC,2
SOCIÉTÉS,ORG,2
"......................................................................................................................... 271
IV",MISC,2
Université de Picardie-,ORG,2
Jules Verne,PER,2
UMR 8529,MISC,2
EA 2459,MISC,2
Université de Picardie-Jules Verne,LOC,2
Politiques de Picardie,MISC,2
ONS,ORG,2
LGMA,ORG,2
CHJ,MISC,2
Accumulation,LOC,2
Marcel Gillet,PER,2
Correspondant,LOC,2
Suivies,LOC,2
Thiers,PER,2
"achev$.
Lieu de conception de projets",MISC,2
"CD
Rom",PER,2
CERSATÉS,ORG,2
"Développement
Technologique
",ORG,2
REX IMESCO,ORG,2
"I'IMES
d'Amsterdam",MISC,2
Citizenship in Europe -,MISC,2
Université de Paris Xli,ORG,2
Joseph de Macedo,PER,2
Paris Xli,LOC,2
Auguste,PER,2
"Léon
Walras",PER,2
I'ISH,MISC,2
TACITE,MISC,2
STREP DEMOLOGOS,ORG,2
"Université
de Newcastle upon Tyne",ORG,2
IFRÉSI-CNRS,MISC,2
Partner 6,LOC,2
bringing together,PER,2
The main,MISC,2
European,ORG,2
with severa/ reports on European,ORG,2
studies for the European Commission,MISC,2
www,MISC,2
ifresi,MISC,2
univ,LOC,2
projete are working,PER,2
director of IFRÉSI,MISC,2
"Jean
François",PER,2
Other,PER,2
Maitte,PER,2
Institut International Erasme,ORG,2
Mettre,MISC,2
CRHEN'O,MISC,2
CRHICC,LOC,2
Prénom Corps Quotité,PER,2
ENSEIGNANTs-cHERCHEURS,LOC,2
Vincent,MISC,2
Vincent HVT,PER,2
GREMARS FR,ORG,2
FLANQUART,ORG,2
NEGRON,ORG,2
Numérisation,LOC,2
A4,LOC,2
H. Cokrowicz,PER,2
J.-C. Rabier,ORG,2
Occupation,MISC,2
Prises,MISC,2
Exposition photographique,MISC,2
Portel,LOC,2
PRPH,MISC,2
Pluridisciplinaire de Recherche,PER,2
Politiques Halieutiques,PER,2
Hubert Bataille,PER,2
Centre Quételet,LOC,2
J.M. Duprez,PER,2
Informer,LOC,2
Quételet,LOC,2
CO,LOC,2
Vallet,LOC,2
Famille,LOC,2
Alain Girard,PER,2
SPHINX,MISC,2
Excel,MISC,2
PU DL,ORG,2
Aymard,LOC,2
G. Béaur,PER,2
C. Lemercier,PER,2
université Paris-Sorbonne,LOC,2
Fondation Simone,ORG,2
Cino del Duca,LOC,2
"Sobel Richard
Titre",PER,2
Responsables,PER,2
Espace Européen,LOC,2
XXe,ORG,2
Pierre Léon,PER,2
"Nussbaumer Jacques
Titre",PER,2
Histoire économique,ORG,2
Human Potential,MISC,2
CONFERENCE,ORG,2
Innovation and,ORG,2
CCPAS,ORG,2
Ciências da Educaçao,PER,2
Université de Vienne,ORG,2
"Oignies
Dates",LOC,2
"Deldrève Valérie 1 Bataille Hubert
Titre",MISC,2
"Bataille Hubert
Titre",PER,2
CD,MISC,2
ATELIER,MISC,2
Human Potential Programme,MISC,2
Euroconférence de Schio-Valdagno-Follina-Biella,PER,2
13th to 20th Century,MISC,2
Biella,LOC,2
Champion,LOC,2
Slatkine,PER,2
Schio,LOC,2
Louviers,LOC,2
Jacques Bonte,PER,2
Session 16,MISC,2
Buenos-Aires,LOC,2
CLEUP,ORG,2
Retour sur l'ancien esprit du capitalisme,MISC,2
Revue d'histoire,MISC,2
Les ouvriers qualifiés de l'industrie,MISC,2
Human Potential Programme,ORG,2
Ministère de l'emploi,ORG,2
DIES,MISC,2
Tobin,LOC,2
"IV du Nouveau
manuel de sciences économiques et sociales",MISC,2
P. Combemale,PER,2
Services Industries Handbook,ORG,2
"Communications
BOIDIN B.",ORG,2
"CLERSÉ
",ORG,2
LEHNDORFF S.,PER,2
PERNOD-LEMATIRE M.,MISC,2
D. MEDA,MISC,2
F. VENAT,PER,2
ENQ,ORG,2
Bosch,PER,2
S. Lendorff,PER,2
Working in the service,MISC,2
from different Worlds,MISC,2
London and,ORG,2
JANY-CATRICE F.,ORG,2
Femmes,LOC,2
Politique et Management Public,MISC,2
GALLOUJ K.,PER,2
no23,MISC,2
New Zealand,LOC,2
Seminar,LOC,2
Contrat de Plan État,MISC,2
RIO,MISC,2
TISC,MISC,2
Bogues,LOC,2
Les presses de l'Université de Laval,MISC,2
Nouveaux standards,ORG,2
Collection Repères,LOC,2
Brest,LOC,2
CALVO-MENDIETA 1,ORG,2
AILENEI O.,PER,2
Gabon,LOC,2
Christiaens,LOC,2
Governance and Community Building,ORG,2
Université de Newcastle Upon Tyne,ORG,2
IFRÉSI-CNRS,ORG,2
C. Maitte,PER,2
Die Okonomie,MISC,2
Siebel W. ed,PER,2
Suhrkamp,LOC,2
Geographische Zeitschrift,LOC,2
Taylor & Francis Group,MISC,2
HILDE,MISC,2
Estudios Territoriales,PER,2
EDS,MISC,2
Logiques,PER,2
Gouvernance and,ORG,2
HAMDOUCH A.,PER,2
JAYET H.,PER,2
Offres,LOC,2
N. Chusseau,PER,2
Chusseau N,ORG,2
Papier de recherche,MISC,2
Conference EALE-SOLE,LOC,2
San Francisco USA,LOC,2
Social policies and,ORG,2
The impacts of North-South,ORG,2
Xl/ème journées du SESAME,MISC,2
Greqam,LOC,2
Nord-Sud,MISC,2
GOR Cadres,MISC,2
R. Stewart,PER,2
Axe Ill,MISC,2
Wildasin,LOC,2
Turnovsky,PER,2
outre-Manche,LOC,2
CHREN-0,MISC,2
Association internationale d'histoire économique,ORG,2
Helsinki,LOC,2
Manuela Martini,PER,2
de Leipzig,MISC,2
"Le Culture
della Technica",MISC,2
Archivio Storico Amma,PER,2
Nueva Serie 14,MISC,2
Anno IX,PER,2
Belgique wallonne,LOC,2
S. L. KAPLAN,PER,2
Das Ende der Zünfte,PER,2
Europaïscher Vergleich,PER,2
Vandehoeck & Ruprecht,ORG,2
Faire de l'histoire,MISC,2
BARRIÈRE J-P.,LOC,2
Gérard Sodé,PER,2
CRHEN-0,MISC,2
I'UMR,MISC,2
Die Zünfte in Frankreich am Ende,ORG,2
D. Cazal,PER,2
dentelle,LOC,2
Cazal D.,PER,2
Laroche H.,PER,2
Joffre,PER,2
Fréry F.,PER,2
Management Stratégique,MISC,2
Tome IX,PER,2
Editions EMS,ORG,2
Martuccelli O.,PER,2
F.Ascher,LOC,2
J.Lévy,LOC,2
Les sens du mouvement,MISC,2
Matériaux,PER,2
Individuation,MISC,2
"Revue des
Sciences de l'éducation",MISC,2
XXVII,MISC,2
Hôpital,PER,2
Knowledge,LOC,2
Work & Society 1 Savoir,ORG,2
URSS,ORG,2
En effet,MISC,2
PINET M.,PER,2
Laboratoire européen,ORG,2
Pinet M.,PER,2
Caeite,PER,2
no89 Eté,PER,2
14 Juin,LOC,2
Les groupes professionnels et l'internet,MISC,2
"Congrès de
l'Association internationale des sociologues de langue française",MISC,2
L'Internet,MISC,2
Contrat de Plan Etat Région,MISC,2
Ministère de la santé,ORG,2
université de Lille 1,LOC,2
Parcours de femmes,MISC,2
Ages,LOC,2
Les Notices,MISC,2
Médiamétrie,ORG,2
"La
Documentation française",LOC,2
Service d'histoire de l'éducation,ORG,2
Sao Paulo,LOC,2
Instruction publique,MISC,2
International Journal of the History of Education,ORG,2
Patrie,MISC,2
Livre,LOC,2
Mil neuf cent,MISC,2
Flammarion,LOC,2
Jean-Jacques Becker,PER,2
Gilles Candar,PER,2
Histoire de l'éducation,MISC,2
SODÉ G. éd.,PER,2
CHANET J-F.,MISC,2
Etat-Nation,LOC,2
Droit,PER,2
Juillet-Septembre,PER,2
Espace des disciplines,MISC,2
"Actes de la Recherche en
Sciences Sociales",MISC,2
no149,LOC,2
GUGENHEIM F.,PER,2
VERDIÈRE J.,ORG,2
Se PCRD,ORG,2
I'AFS,MISC,2
C2RP,LOC,2
ROQUET P.,PER,2
Alexandre Léné,PER,2
"LÉNÉ A.,",MISC,2
Les Cahiers d'Etudes du CUEEP,MISC,2
no52,PER,2
méso,PER,2
Nouveaux services emplois-jeunes,ORG,2
Cahier Travail,PER,2
no25,MISC,2
Temporalités biographiques,PER,2
Savoirs,ORG,2
SAEZ G.,PER,2
Le Patrimoine,MISC,2
DENQUIN S.,PER,2
"CLERSÉ-IFRÉSI
Objet",LOC,2
Santé Mentale,LOC,2
Michel Autès,PER,2
BUE N.,PER,2
R. Pasquier,PER,2
V. Simoulin,PER,2
Le Moniteur,MISC,2
Développement Durable,ORG,2
Châteauroux,LOC,2
Dévolution,ORG,2
p. 5-14,MISC,2
Annuaire,PER,2
EPCI,ORG,2
Sénat,ORG,2
F. Benchendikh,PER,2
Bachelet,PER,2
P. Lehingue,ORG,2
"Mobilisations
électorales",MISC,2
Hélène Duriez,PER,2
Rémi Lefebvre,PER,2
Sylvain Lefèvre,PER,2
Actions collectives,ORG,2
Bruno Villalba,PER,2
Christopher Rootes,PER,2
Ruud Koopmans,PER,2
Rémy Lefevre,MISC,2
E.Massicart,ORG,2
H.Duriez,LOC,2
E.Massicart,LOC,2
GERMM,ORG,2
S.Lefevre,LOC,2
Handicap International,ORG,2
CCFD,ORG,2
E. Dacheux,PER,2
Presses universitaires,PER,2
"Saint
Etienne",LOC,2
pp.183-199,LOC,2
IRD,ORG,2
SIMÉANT,MISC,2
SAWICKI F.,MISC,2
Alevist movements,MISC,2
New Perspectives on Turkey 28-29,ORG,2
"Revue française de science politique, vol 54",MISC,2
pp.443-465,LOC,2
Jean-Luc Mastin,PER,2
Mitteilungsblatt des Instituts für soziale,MISC,2
Maison de la recherche,MISC,2
Financière de la France,LOC,2
J.-F. Eck,PER,2
HARDY-HEMERY,ORG,2
Sébastien Bottin,PER,2
Empire,LOC,2
"La
Révolution française",MISC,2
"Aix-en
Provence",LOC,2
Lapied,PER,2
Pierrard,PER,2
PUAP,MISC,2
Vénétie,LOC,2
"Revue
d'histoire",MISC,2
Négoce,ORG,2
"Faire de
l'histoire",MISC,2
"Opération CPER
Chercheur",ORG,2
Trois,LOC,2
province de Liège,LOC,2
DUBUC A.,PER,2
Terrains ethnographiques et hiérarchies sociales,MISC,2
Antropologia y globalizaci6n,PER,2
Etnografia,ORG,2
Alliance électorale,ORG,2
Social anthropology,ORG,2
CUKROWICZ H.,PER,2
Benyounes,PER,2
Une nuit de doute,MISC,2
Voilà,LOC,2
Les fleurs de Oignies,MISC,2
Siècle,MISC,2
Alain Barré,PER,2
Jean-Pierre Bondue,PER,2
Docteur en Géographie et Aménagement,MISC,2
Pierre Ginet,PER,2
I'I.A.U.L.,MISC,2
UMR 8026,MISC,2
"I'INRETS
",ORG,2
Emscher Park,LOC,2
D.Paris,LOC,2
Chercheurs: MOULAERT F.,MISC,2
Programme Cadre V,MISC,2
XXXII,ORG,2
p.11-18,LOC,2
Trend-Ofdt,LOC,2
LAURENT A,PER,2
Parodi,MISC,2
Science politique,ORG,2
G.Derville,LOC,2
S.Strudel,LOC,2
J.Heurtaux,LOC,2
C.-M.Wallon-Leducq,LOC,2
B.Dolez,MISC,2
F.Desage,ORG,2
Michel Hastings,PER,2
Les cultures politiques des français,MISC,2
Chroniques électorales,MISC,2
Revue française de science politique,MISC,2
HASTINGS M.,PER,2
Le Parachutage,LOC,2
"Logiques
Politiques",PER,2
FROGNIERR A.-P.,MISC,2
FROGNIERR A-P.,PER,2
STRUDEL S.,LOC,2
G.Letombe,ORG,2
S. Rousseau,PER,2
J. BROT,PER,2
F. Carluer,PER,2
S. Chapon,PER,2
Offredi,PER,2
DELDREVE V,MISC,2
Bassin minier Nord-Pas-de-Calais,LOC,2
Verkehrsmittel,LOC,2
Ballungsgebieten,LOC,2
Faktoren,LOC,2
Monetarisierung der Trennwirkung,ORG,2
Raumverbrauch,LOC,2
Landschaft,PER,2
Traduction de Transports,MISC,2
Bicycle theft in France,MISC,2
Rodney Tolley,PER,2
Planning for,MISC,2
Woodhead Publishing,MISC,2
Cambidge,LOC,2
Programme national,ORG,2
Environnement Côtier,PER,2
Problèmes économiques,MISC,2
M. Vélo,ORG,2
Commerce de centre-ville,MISC,2
Economie & Humanisme,MISC,2
Flux,LOC,2
Transporter,PER,2
Lutte,ORG,2
Organisation des firmes et relations interfirmes,ORG,2
Forme du réseau viaire,MISC,2
XXXIXe colloque,ORG,2
Langue Française),MISC,2
FUBicy Villes,ORG,2
colloque international Architectures,MISC,2
I'ADEME Nord-Pas-de-Calais,MISC,2
Association Droit,ORG,2
BRICHET M.,PER,2
Le vol de bicyclettes,MISC,2
"Direction de la Recherche et des
Affaires Scientifiques",ORG,2
La réduction de la dépendance automobile,MISC,2
"Direction de la recherche et de la technologie de la
Région Nord-Pas-de-Calais",ORG,2
oct.,LOC,2
communauté d'agglomération d'Hénin-Carvin,LOC,2
"Programme de
Recherches",ORG,2
Université de Nantes,LOC,2
Cahier PRPH,PER,2
Politique européenne,ORG,2
Est Cotentin,LOC,2
Université du Littoral,LOC,2
MOREL V.,PER,2
Océanis,LOC,2
Direction de la sécurité et de la circulation routière,ORG,2
PETITE S.,PER,2
Européens,LOC,2
UMR 6054,MISC,2
OLIVEIRA 0,MISC,2
ROOUET P.,PER,2
Eté,PER,2
Uustice,MISC,2
Partenariats,LOC,2
A. Ehrenberg,PER,2
C. Jeanmart,PER,2
P-J. Laurent,LOC,2
I'UE,MISC,2
Etats de l'Union européenne,MISC,2
américains,LOC,2
Nord-Sud,PER,2
PREDAT,MISC,2
Programme National d'Environnement Côtier,ORG,2
ROT,MISC,2
Concertée Incitative,ORG,2
Instituer le Développement Durable,PER,2
I'IRD,MISC,2
Sixième,LOC,2
STREP,ORG,2
Perception,ORG,2
LGMA,LOC,2
H. Scarwell,PER,2
"Internet
Animateurs",MISC,2
NllC,MISC,2
Animateurs,PER,2
Axe 4,ORG,2
la Poste,ORG,2
Monde,ORG,2
Animatrice,MISC,2
Shane,MISC,2
ClARÉE-IFRÉSI,LOC,2
CLARÉE-IFRÉSI-USTL,LOC,2
Problématique,MISC,2
The Production of,MISC,2
MACY,MISC,2
THYNES,MISC,2
WALKER,MISC,2
Advances in,MISC,2
Greenwich,LOC,2
CT,ORG,2
JAl Press,ORG,2
CONVERT B,LOC,2
CURIEN,MISC,2
Weber,PER,2
Al CNRS,ORG,2
Circulaire,LOC,2
FAQSV,ORG,2
Articles L,MISC,2
Euros,ORG,2
L. Ragot,PER,2
Philippines,LOC,2
FNRS,ORG,2
Presse de Sciences Po,MISC,2
IFRÉSJ,ORG,2
IV 4,MISC,2
OJ.f,ORG,1
"Centre National de la Recherche Scientifique
",ORG,1
Fu pl,LOC,1
"Fédération d·unités
",LOC,1
IFRESI FÉDÉRATION,ORG,1
PERSONNES IMPliQUÉES 2,MISC,1
IFRESI 2,MISC,1
"RECHERCHE DE NOUVEAUX""GAINS FÉDÉRATIFS",MISC,1
Annexe 2 : Chercheurs,MISC,1
Annexe 3 :,MISC,1
Chômage,PER,1
Trajectoires Professionnelles,PER,1
Intégrations Européennes,MISC,1
TERRITOIRES 137,LOC,1
Populations des Pays Industrialisés,MISC,1
"Réorganisations des Espaces Urbanisés 151
2.2.1",ORG,1
"Gouvernement des Villes 207
",MISC,1
Thème transversal,LOC,1
"Lien Social 213
",MISC,1
Evaluation des politiques,MISC,1
SOENTIFIQUES,ORG,1
PARTENAIRES,MISC,1
Humain et mobilité,MISC,1
XX:Ième Siècle,MISC,1
"Réseau
Nord-Pas",LOC,1
Leurs Mutations,PER,1
Ingénieurs,PER,1
Le développement de l'IFRESI,ORG,1
IMPLIQUÉES,ORG,1
CRÉÉ,MISC,1
"Institut de Recherche sur les Économies et les
",ORG,1
"Établissements d'Enseignement Supérieur du
Nord/Pas-de-Calais",MISC,1
"IFRESI
Chercheurs",ORG,1
Université Lettres,ORG,1
"Arts, Sciences Humaines",MISC,1
Histoire Moderne,MISC,1
Laboratoire de Recherches Économiques,PER,1
Allemagne Contemporaine,LOC,1
Aménagement Régional,PER,1
École Centrale de Lille,ORG,1
National des Télécommunications 1,ORG,1
IF RES,ORG,1
Soutien Technique,MISC,1
PROGRAMME DE RECHERCHE,ORG,1
ACfiVITÉS,LOC,1
ÉLÉMENTS,MISC,1
VOLETS,MISC,1
PROGRAMME DE RECHERCHE DE,ORG,1
INTÉGRA TI,MISC,1
RÉORGANISA,ORG,1
HYPOTHÈSE,MISC,1
CROISEMENTS,ORG,1
"Journées
IFRESI",MISC,1
APPORTS,ORG,1
L'EXISTENCE DE LA FÉDÉRATION,MISC,1
Contribuer,PER,1
Permettre,MISC,1
Bibliothèques,LOC,1
Centres de Documentation,PER,1
"Conseil Régional
Nord",LOC,1
gare T.G.V.,LOC,1
lïFRESI,LOC,1
EU RALILLE,PER,1
gare T.G.V,LOC,1
Souham,PER,1
"M.F.
H.T.",PER,1
Unités Associées,ORG,1
Réseau Nord Pas,LOC,1
Unités de Formation,ORG,1
Recherche des Universités,MISC,1
Facultés,LOC,1
"Établissements d'Enseignement Supérieur du
Nord- Pas de Calais",MISC,1
Nord - Pas de Calais,LOC,1
À l'occasion de la demande de renouvellement de leur fédération,MISC,1
"Journées"" de l'IFRESI",MISC,1
Structures Diverses,MISC,1
Fédération d'Unités,ORG,1
Structures Fédératives de Recherche,MISC,1
"Fédération
d'Unités",ORG,1
"Directeur du Département des Sciences de l'Homme et de la
",MISC,1
"Comité National
",ORG,1
Universités concernées,ORG,1
"Conseil de Groupement
",ORG,1
Conseil de Groupement proposé,ORG,1
"Conseil de
Groupement",ORG,1
IFRESI 1,ORG,1
"Comité de Direction
",MISC,1
"Conseil de
Groupement
",ORG,1
ANNEXES,MISC,1
ITNGffiN1IIE1!JJFlli,LOC,1
JRAT,MISC,1
AJFIFIEcrffi§,LOC,1
Secrétaire Général de I'IFRESI,LOC,1
MARTIN EvelJI!le Agent Technique,MISC,1
Danièle Secrétaire d',MISC,1
Administration de la Recherche 1,ORG,1
JJE.§,PER,1
IPA JR1.'II'IIClliP AN1I' A,MISC,1
STATUT,ORG,1
LABORATOIRE,ORG,1
ORDRE ALPHABÉTIQUE,MISC,1
NOMS,MISC,1
"DR: Directeur de
recherche;",MISC,1
Serge CEPE,PER,1
Hubert CEPE,PER,1
Hadjila CEPE,PER,1
Phili,ORG,1
CEPE PR,MISC,1
Martine CEPE,PER,1
JA YET Hubert CESURE PR,ORG,1
Emmanuel CHRN,PER,1
CRESSON Geneviève CLERSE,LOC,1
MC Lille III Sociologie,PER,1
Jean-Claude CLERSE,PER,1
Thierry CLE,PER,1
Jean-Marie CLE RSE,PER,1
REY Nicole CLERSE,ORG,1
Patrice CLERSE,ORG,1
MC Lille 1 Economie,ORG,1
MC Lille,ORG,1
Lille 1 Sociologie,LOC,1
CRAC MCUVHC Germaniste,MISC,1
GOUA,MISC,1
MC lEP,PER,1
Fédérico LARU MC Cent,MISC,1
"Géographie
BRUYELLE",LOC,1
Benjamin LGH,PER,1
RENARD Jean,ORG,1
"MC Lille I Géographie
Total",PER,1
Olivier CLE,ORG,1
Christian CLE,PER,1
ORES DR,ORG,1
DERVA,ORG,1
François LABO RES,PER,1
Michel LARU,PER,1
Guy 1 TRACES,PER,1
I0,ORG,1
acti0,ORG,1
vi0,PER,1
FORMAT IO NS,MISC,1
"Statut Discipline
",MISC,1
IR Sociologie,ORG,1
Catherine CLERSE,PER,1
"Sociologie
",ORG,1
lE Economie,ORG,1
D. INGENIEURS,MISC,1
POST-DOCTORANTS A TER,LOC,1
BOURSIERS,ORG,1
Centre Inter-Régional Associé,LOC,1
EVERAERE,LOC,1
Christophe CLERSE Bourse,PER,1
FNEGE Gestion,MISC,1
HENGUELLE,ORG,1
Thierry CLE,ORG,1
Dominique LGH,PER,1
F. DOCTORANTS,PER,1
ALLOCATAIRES,MISC,1
"ASSIMILÉS
",ORG,1
WINS,ORG,1
Aude CLAREE,PER,1
CLE,ORG,1
CE Lille,MISC,1
Marylène CLERSE,ORG,1
Gérald CLERSE,PER,1
HEGOEdith CLERSE,ORG,1
Hervé CLERSE,ORG,1
PAY S,MISC,1
Pascal CLE,ORG,1
W ANSCOOR,ORG,1
GIRARD-DESBOIS,ORG,1
Jean-François LGH BDI Géographie,PER,1
Jean-Claude LGH,PER,1
CARONS,ORG,1
"CE Histoire
DESAEGHER",ORG,1
Caroline,PER,1
DUMOULINR,MISC,1
CRAC CE Germaniste,MISC,1
CE Economie,ORG,1
"CE Géographie
BEUSCART",ORG,1
Jean-Marie LGH CE Géographie,PER,1
LGH CE Géographie,MISC,1
ANNIEXIE 3S,ORG,1
.JR1I'II'TI1I(Q)N IP,MISC,1
TIJ1I' I!J)IE§,ORG,1
"IE1f IEN§IEITGNAN1f§=CJHIIEJR<,CJHIIE'",ORG,1
IPA,MISC,1
Cherch,LOC,1
Ing,ORG,1
Post-Doc Sous-Tot,LOC,1
"Ass Cnrs
",ORG,1
Craf,ORG,1
Lgh 6,MISC,1
Crac 7 7,MISC,1
Cepe,MISC,1
Total 10,MISC,1
Total Général,LOC,1
"LIEN SOCIAL
",MISC,1
AVERTISSEMENTS,ORG,1
C. Recherches,MISC,1
E.,ORG,1
B. Chômage,PER,1
C. Approche micro-sociologique de la mobilité sociale,MISC,1
Men and their work,ORG,1
B. Formation,ORG,1
D. Stratégies,LOC,1
E. Études,PER,1
opération V. Henguelle,MISC,1
opération P. Louart,MISC,1
"A.F.
Dubroeuq",PER,1
A. d'Andria,PER,1
opération C. Pays,MISC,1
opération P. Masson,MISC,1
P.Louart,MISC,1
C.Beaucourt,LOC,1
opération C. Debaisieux,MISC,1
opération M. Dunat,MISC,1
opération D. Demaziere,MISC,1
C. Dubar et alii,PER,1
opération M. Sueur,MISC,1
